0,15
3,399
0,0
1,2023
1,283
0,15
0,15
0,1979
0,13
1,526
0,14
74,1279
1,13
0,13
0,2023
0,15
3,13
0,17
1,15
1,14
2,3449
0,14
0,13
0,13
0,34
50,1195
1,14
0,14
0,2495
0,756
0,13
2,14
1,1781
0,13
0,14
0,14
5,405
1,406
0,13
0,13
0,13
0,10
1,2349
0,15
0,89
2,13
1,12
20,14
1,356
0,15
2,2023
0,319
28,1888
0,14
0,2022
0,14
0,13
0,14
6,436
6,325
0,0
3,2878
2,3449
5,1782
0,14
0,14
0,2022
1,2022
0,13
0,13
0,14
0,13
0,13
0,14
24,14
1,13
1,14
2339,492
0,12
0,172
0,7
182,562
2,3449
3,12
0,298
4,13
2339,492
1,18
2,12
0,0
0,12
0,14
0,0
27,217
2339,492
0,12
2,222
2339,492
2339,492
0,16
1,14
0,12
0,11
27,217
2339,492
0,12
0,14
0,0
0,0
0,54
52,12
0,58
0,183
0,25
0,12
0,12
0,12
2339,492
0,12
7,843
1,1
18,560
0,12
2,3449
33,3449
0,12
322,4146
0,119
0,12
0,14
0,0
4,12
0,13
0,11
0,44
0,19
0,149
0,22
0,0
0,11
0,13
0,254
0,18
0,65
0,14
0,12
27,217
0,12
92,968
1,12
0,11
0,45
1,14
1,11
3,12
0,19
0,13
1,12
0,12
0,12
1,14
1,56
0,11
1,11
1,1253
0,23
0,1154
1,12
2339,492
384,4003
0,7
2,3449
2339,492
0,0
2,836
27,217
2339,492
0,12
2339,492
2339,492
0,16
0,12
0,11
27,217
2339,492
0,12
0,0
0,0
43,12
0,25
0,12
0,12
2339,492
0,12
0,14
0,12
2,3449
322,4146
0,12
0,14
0,0
0,13
4,12
0,19
0,13
0,0
0,13
0,65
0,12
27,217
0,12
0,282
0,19
0,13
0,12
813,2955
0,1154
0,11
0,14
0,15
3,14
2,17
0,1024
0,262
0,843
0,221
0,274
0,604
0,0
1,14
0,14
0,14
0,13
1,14
0,10
0,211
0,14
0,651
3,1573
0,83
1,15
0,15
0,135
0,14
0,14
0,14
0,213
1,2363
3,1978
0,1738
2541,3061
0,144
0,1
1,14
0,2113
9,16
0,14
2,14
3,2172
471,1705
0,13
0,14
0,5
0,14
0,13
2,3449
0,4
1,526
2,1528
0,14
0,14
0,14
0,14
2,14
17,1154
0,13
0,14
0,14
2,3449
1018,3782
2,14
0,13
0,13
5,1437
0,32
0,4
0,15
0,14
0,13
0,0
0,14
1,13
0,745
0,14
0,53
0,14
0,2115
5,563
0,14
0,15
4,26
2,2096
12,13
0,15
0,13
0,15
1,13
3,15
0,146
0,13
0,169
2,295
0,2399
0,14
9,14
4,3449
0,13
0,52
12,16
0,2115
0,13
2,392
0,23
0,14
2,14
0,15
0,11
0,234
53,4656
0,3
0,224
0,610
0,14
1,14
5,2114
0,13
0,84
0,16
0,13
2,14
2,15
0,84
0,13
2,406
3,480
2,3449
1790,5790
0,15
0,14
4,14
0,13
2,416
2,3449
1,13
0,2115
0,14
1,531
7,313
0,13
0,14
0,22
0,0
0,14
0,13
0,51
0,14
0,15
0,7014
2,14
0,13
0,172
0,115
0,15
0,17
2,14
9,14
0,13
0,2
2,390
0,1573
0,14
0,231
0,116
0,14
12,14
3,42
19,3449
39,836
0,0
0,14
3,399
0,230
0,14
9,14
0,0
2,398
0,78
0,13
0,13
0,172
171,3614
0,15
0,14
3,399
0,37
0,2250
0,13
5,405
0,14
3,4037
2339,492
0,58
0,13
3,4116
0,221
0,52
9,15
0,14
0,14
0,4
0,14
0,13
0,14
3,2172
0,976
1,14
1,406
1,14
0,40
0,256
0,1572
0,4
1,416
0,17
0,14
4,16
0,14
0,14
0,13
0,3
3,2399
1,2028
1,13
3,14
0,14
1,2379
0,14
3,404
719,2731
0,14
1,1787
0,0
156,3449
0,14
0,47
2,15
0,44
1,14
0,13
1122,2722
2,3449
0,15
0,1
0,14
1,14
8,14
0,14
0,17
0,14
0,118
0,14
1815,2851
0,11
2,14
1,15
0,14
0,15
0,13
0,18
3,440
130,1856
0,14
0,13
0,13
2,365
0,13
54,15
0,14
1,2398
0,0
14,2839
0,2363
0,187
0,141
2,2081
0,13
2,2389
0,13
0,1810
0,0
1,13
0,14
3,399
32,1496
1,1870
0,14
0,14
0,13
0,13
0,23
32,1434
1,13
3,1757
0,163
0,14
1,14
0,14
0,14
0,14
0,14
0,14
1,13
0,15
0,0
0,14
0,490
0,15
0,230
0,14
0,4
0,13
0,14
1,976
0,13
2,398
30,14
0,2399
8,1339
241,3449
0,2398
0,0
0,254
1,531
2,365
2,3449
3,14
4,14
0,15
0,2171
0,14
0,2062
0,0
0,13
0,0
4,93
8,14
0,14
0,14
1,14
1,14
0,174
0,14
0,394
3,14
1,15
0,14
5,405
104,3917
2,3449
0,14
0,14
0,2074
3,15
0,13
2339,492
0,13
0,16
3,23
0,179
0,0
3,1729
0,85
17,874
2,16
75,3566
0,13
0,0
1,919
0,13
120,1137
0,13
0,13
0,16
1,14
1,14
0,14
0,13
2,14
31,722
12,16
0,13
1,14
1,13
1,14
0,17
1,15
0,15
0,14
1,14
0,1871
0,14
1,25
0,31
0,60
0,207
3,399
0,14
1,2172
0,13
4,14
0,31
0,2400
397,828
0,0
4,286
2,2114
0,2399
0,15
0,13
1,18
0,1086
0,13
0,17
18,750
0,39
1,15
1,548
2,406
6,531
0,14
2,406
0,508
0,128
3,491
16,1243
2,13
1,1900
1,15
2,3449
1,28
0,14
4,3449
1,14
2,3449
0,13
0,269
0,14
3,399
0,13
1,14
0,14
0,14
0,14
0,13
0,14
0,96
0,13
0,14
0,14
1,919
1,71
2,15
2,14
0,92
3,392
5,18
3,1782
1,556
2,3449
2,2022
0,167
26,791
1,13
0,14
